reaction,server,converged,error,best_ts_method,branch,execution_time
rxn_1859,Zeus,True,,heuristics,gauss_trsh_cleanup,2324
rxn_1174,Zeus,False,Could not determine likely TS conformer,,qchem,94304
rxn_59,Zeus,True,,heuristics,qchem,968
rxn_1476,Zeus,True,,heuristics,qchem,52945
rxn_1188,Zeus,True,,heuristics,qchem,37644
rxn_1226,Zeus,False,Could not determine likely TS conformer,,qchem,14033
rxn_1664,Zeus,True,,heuristics,main,20916
rxn_175,Zeus,True,,heuristics,qchem,7810
rxn_6,Zeus,False,Could not determine likely TS conformer,,qchem,42700
rxn_1901,Zeus,True,,heuristics,gauss_trsh_cleanup,2887
rxn_146,Zeus,True,,heuristics,qchem,495
rxn_260,Zeus,True,,heuristics,qchem,6830
rxn_437,Zeus,True,,heuristics,qchem,2755
rxn_1047,Zeus,True,,heuristics,qchem,14186
rxn_864,Zeus,True,,heuristics,qchem,1568
rxn_1431,Zeus,True,,heuristics,qchem,34563
rxn_1283,Zeus,True,,heuristics,qchem,12333
rxn_1451,Zeus,True,,heuristics,qchem,41626
rxn_1683,Zeus,True,,heuristics,heurist_impr,108244
rxn_1833,Zeus,True,,heuristics,gauss_trsh_cleanup,2004
rxn_480,Zeus,True,,heuristics,qchem,4420
rxn_1966,Zeus,True,,heuristics,gauss_trsh_cleanup,19480
rxn_1881,Zeus,True,,heuristics,gauss_trsh_cleanup,1447
rxn_1829,Zeus,True,,heuristics,gauss_trsh_cleanup,18764
rxn_672,Zeus,True,,heuristics,qchem,773
rxn_1523,Zeus,True,,heuristics,qchem,49066
rxn_784,Zeus,False,Could not determine likely TS conformer,,qchem,8237
rxn_1173,Zeus,False,Could not determine likely TS conformer,,qchem,117695
rxn_274,Zeus,False,Could not determine likely TS conformer,,qchem,162943
rxn_797,Zeus,True,,heuristics,qchem,12117
rxn_1136,Zeus,True,,heuristics,qchem,19040
rxn_1367,Zeus,True,,heuristics,qchem,7436
rxn_45,Zeus,False,Could not determine likely TS conformer,,qchem,30560
rxn_748,Zeus,True,,autotst,qchem,128879
rxn_782,Zeus,False,Could not determine likely TS conformer,,qchem,33785
rxn_1882,Zeus,True,,heuristics,gauss_trsh_cleanup,2450
rxn_1643,Zeus,False,Could not determine likely TS conformer,,main,17267
rxn_1353,Zeus,True,,heuristics,qchem,20369
rxn_107,Zeus,True,,heuristics,qchem,814
rxn_1876,Zeus,True,,heuristics,gauss_trsh_cleanup,8977
rxn_1614,Zeus,True,,heuristics,gaussian_unconverge_trsh,3335
rxn_2015,Zeus,True,,heuristics,heurist_impr,35185
rxn_1512,Zeus,True,,heuristics,qchem,55957
rxn_486,Zeus,True,,heuristics,qchem,18947
rxn_1145,Zeus,False,Could not determine likely TS conformer,,qchem,16216
rxn_9,Zeus,False,Could not determine likely TS conformer,,qchem,19594
rxn_2014,Zeus,False,Could not determine likely TS conformer,,heurist_impr,9156
rxn_91,Zeus,True,,heuristics,qchem,1329
rxn_1414,Zeus,True,,heuristics,qchem,19876
rxn_2000,Zeus,False,Could not determine likely TS conformer,,gauss_conformer_comb,29175
rxn_189,Zeus,True,,heuristics,qchem,5259
rxn_1304,Zeus,True,,heuristics,qchem,17358
rxn_1233,Zeus,True,,heuristics,qchem,13663
rxn_1182,Zeus,True,,heuristics,qchem,84830
rxn_760,Zeus,True,,heuristics,qchem,2642
rxn_841,Zeus,True,,heuristics,qchem,20421
rxn_394,Zeus,False,Could not determine likely TS conformer,,qchem,6303
rxn_1070,Zeus,True,,heuristics,qchem,9780
rxn_859,Zeus,True,,heuristics,qchem,3131
rxn_908,Zeus,True,,heuristics,qchem,4169
rxn_1808,Zeus,True,,heuristics,gauss_trsh_cleanup,117067
rxn_1655,Zeus,True,,heuristics,main,21378
rxn_217,Zeus,False,Could not determine likely TS conformer,,qchem,1799
rxn_1879,Zeus,True,,heuristics,gauss_trsh_cleanup,24120
rxn_273,Zeus,False,Could not determine likely TS conformer,,qchem,160841
rxn_1985,Zeus,True,,autotst,gauss_trsh_cleanup,12140
rxn_1848,Zeus,True,,autotst,gauss_trsh_cleanup,4451
rxn_1088,Zeus,True,,heuristics,qchem,25530
rxn_215,Zeus,True,,heuristics,qchem,1155
rxn_717,Zeus,False,Could not determine likely TS conformer,,qchem,3360
rxn_577,Zeus,True,,autotst,qchem,35508
rxn_631,Zeus,False,Could not determine likely TS conformer,,qchem,511
rxn_798,Zeus,True,,autotst,qchem,23970
rxn_552,Zeus,True,,heuristics,qchem,77687
rxn_1855,Zeus,True,,heuristics,gauss_trsh_cleanup,20480
rxn_380,Zeus,True,,autotst,qchem,1457
rxn_1247,Zeus,True,,heuristics,qchem,14739
rxn_1083,Zeus,True,,heuristics,qchem,17408
rxn_2025,Zeus,True,,heuristics,heurist_impr,11701
rxn_1008,Zeus,True,,heuristics,qchem,10185
rxn_983,Zeus,True,,heuristics,qchem,20991
rxn_1215,Zeus,True,,heuristics,qchem,6226
rxn_186,Zeus,False,Could not determine likely TS conformer,,qchem,1726
rxn_185,Zeus,True,,heuristics,qchem,7409
rxn_439,Zeus,True,,heuristics,qchem,1202
rxn_41,Zeus,True,,heuristics,qchem,11441
rxn_1186,Zeus,False,Could not determine likely TS conformer,,qchem,50165
rxn_269,Zeus,True,,heuristics,qchem,9023
rxn_134,Zeus,False,Could not determine likely TS conformer,,qchem,3321
rxn_113,Zeus,True,,heuristics,qchem,695
rxn_1954,Zeus,True,,heuristics,gauss_trsh_cleanup,2735
rxn_935,Zeus,True,,heuristics,qchem,47580
rxn_1376,Zeus,True,,heuristics,qchem,15100
rxn_928,Zeus,True,,heuristics,qchem,15288
rxn_36,Zeus,True,,heuristics,qchem,8117
rxn_995,Zeus,False,Could not determine likely TS conformer,,qchem,13621
rxn_349,Zeus,False,Could not determine likely TS conformer,,qchem,1482
rxn_1813,Zeus,True,,heuristics,gauss_trsh_cleanup,4339
rxn_1333,Zeus,True,,heuristics,qchem,29127
rxn_308,Zeus,False,Could not determine likely TS conformer,,qchem,9272
rxn_1277,Zeus,False,Could not determine likely TS conformer,,qchem,35941
rxn_183,Zeus,True,,heuristics,qchem,20140
rxn_565,Zeus,True,,heuristics,qchem,44255
rxn_53,Zeus,True,,heuristics,qchem,2427
rxn_1849,Zeus,True,,heuristics,gauss_trsh_cleanup,2658
rxn_778,Zeus,True,,heuristics,qchem,1993
rxn_1455,Zeus,True,,heuristics,qchem,12893
rxn_194,Zeus,True,,autotst,qchem,2312
rxn_1054,Zeus,True,,heuristics,qchem,6078
rxn_149,Zeus,True,TS did not pass all checks,heuristics,qchem,8714
rxn_1946,Zeus,True,,heuristics,gauss_trsh_cleanup,6616
rxn_1907,Zeus,True,,heuristics,gauss_trsh_cleanup,2005
rxn_223,Zeus,True,,heuristics,qchem,1327
rxn_1081,Zeus,False,Could not determine likely TS conformer,,qchem,13786
rxn_911,Zeus,True,,heuristics,qchem,3083
rxn_1936,Zeus,True,,heuristics,gauss_trsh_cleanup,8030
rxn_1401,Zeus,True,,heuristics,qchem,24706
rxn_1941,Zeus,True,,heuristics,gauss_trsh_cleanup,4574
rxn_1931,Zeus,True,,heuristics,gauss_trsh_cleanup,5930
rxn_729,Zeus,False,Could not determine likely TS conformer,,qchem,296302
rxn_1950,Zeus,True,,heuristics,gauss_trsh_cleanup,3499
rxn_1883,Zeus,True,,heuristics,gauss_trsh_cleanup,10967
rxn_1486,Zeus,True,,heuristics,qchem,76717
rxn_924,Zeus,True,,autotst,qchem,37439
rxn_1598,Zeus,True,,heuristics,gaussian_unconverge_trsh,2231
rxn_1804,Zeus,True,,heuristics,gauss_trsh_cleanup,5799
rxn_1057,Zeus,False,Could not determine likely TS conformer,,qchem,29602
rxn_56,Zeus,True,,heuristics,qchem,1275
rxn_719,Zeus,False,Could not determine likely TS conformer,,qchem,1892
rxn_128,Zeus,True,,heuristics,qchem,1536
rxn_561,Zeus,True,,heuristics,qchem,62185
rxn_1245,Zeus,True,,heuristics,qchem,10632
rxn_673,Zeus,True,TS did not pass all checks,autotst,qchem,1083
rxn_62,Zeus,True,,heuristics,qchem,693
rxn_1589,Zeus,True,,heuristics,gaussian_unconverge_trsh,7510
rxn_430,Zeus,False,Could not determine likely TS conformer,,qchem,24939
rxn_1957,Zeus,True,,heuristics,gauss_trsh_cleanup,5108
rxn_1499,Zeus,True,,autotst,qchem,57364
rxn_1617,Zeus,False,Could not determine likely TS conformer,,gaussian_unconverge_trsh,22213
rxn_1319,Zeus,True,,heuristics,qchem,73581
rxn_80,Zeus,True,,heuristics,qchem,1113
rxn_151,Zeus,True,TS did not pass all checks,heuristics,qchem,807
rxn_1181,Zeus,True,,heuristics,qchem,69132
rxn_1341,Zeus,True,,heuristics,qchem,34926
rxn_1059,Zeus,True,,heuristics,qchem,6079
rxn_1821,Zeus,True,,heuristics,gauss_trsh_cleanup,4880
rxn_1825,Zeus,True,,heuristics,gauss_trsh_cleanup,9173
rxn_1255,Zeus,True,,heuristics,qchem,5895
rxn_1170,Zeus,True,,heuristics,qchem,8329
rxn_616,Zeus,True,,heuristics,qchem,70149
rxn_595,Zeus,True,,autotst,qchem,71785
rxn_833,Zeus,True,,heuristics,qchem,6645
rxn_1836,Zeus,True,,heuristics,gauss_trsh_cleanup,1997
rxn_713,Zeus,False,Could not determine likely TS conformer,,qchem,1292
rxn_1194,Zeus,True,,heuristics,qchem,39024
rxn_406,Zeus,True,,heuristics,qchem,12170
rxn_348,Zeus,True,,heuristics,qchem,2352
rxn_1555,Zeus,True,,heuristics,zeus_run,46181
rxn_1588,Zeus,True,,heuristics,gaussian_unconverge_trsh,5010
rxn_1209,Zeus,True,,heuristics,qchem,34569
rxn_1819,Zeus,True,,heuristics,gauss_trsh_cleanup,5534
rxn_1464,Zeus,True,,heuristics,qchem,17964
rxn_1282,Zeus,True,,heuristics,qchem,5032
rxn_858,Zeus,True,,heuristics,qchem,4184
rxn_913,Zeus,False,Could not determine likely TS conformer,,qchem,12183
rxn_698,Zeus,True,,heuristics,qchem,818
rxn_661,Zeus,False,Could not determine likely TS conformer,,qchem,969
rxn_1430,Zeus,True,,heuristics,qchem,25293
rxn_1650,Zeus,False,Could not determine likely TS conformer,,main,26190
rxn_905,Zeus,True,,heuristics,qchem,2900
rxn_1243,Zeus,True,,heuristics,qchem,6875
rxn_1187,Zeus,True,,heuristics,qchem,61212
rxn_1015,Zeus,True,,heuristics,qchem,11537
rxn_734,Zeus,False,Could not determine likely TS conformer,,qchem,176382
rxn_306,Zeus,False,Could not determine likely TS conformer,,qchem,2628
rxn_626,Zeus,False,Could not determine likely TS conformer,,qchem,2977
rxn_191,Zeus,True,,autotst,qchem,1256
rxn_697,Zeus,True,,heuristics,qchem,476
rxn_424,Zeus,True,,heuristics,qchem,85127
rxn_1627,Zeus,True,,heuristics,gaussian_unconverge_trsh,5296
rxn_638,Zeus,False,Could not determine likely TS conformer,,qchem,960
rxn_1823,Zeus,True,,heuristics,gauss_trsh_cleanup,6355
rxn_1377,Zeus,True,,heuristics,qchem,9586
rxn_1158,Zeus,True,,heuristics,qchem,14640
rxn_180,Zeus,True,,heuristics,qchem,10152
rxn_1446,Zeus,True,,heuristics,qchem,39673
rxn_226,Zeus,False,Could not determine likely TS conformer,,qchem,4228
rxn_1647,Zeus,True,,heuristics,main,2247
rxn_2016,Zeus,False,Could not determine likely TS conformer,,heurist_impr,25886
rxn_1490,Zeus,True,,heuristics,qchem,72286
rxn_479,Zeus,False,Could not determine likely TS conformer,,qchem,1710
rxn_599,Zeus,True,,autotst,qchem,76212
rxn_2010,Zeus,True,,autotst,gauss_trsh_cleanup,43868
rxn_1416,Zeus,True,,heuristics,qchem,24321
rxn_964,Zeus,True,,heuristics,qchem,13203
rxn_298,Zeus,True,,heuristics,qchem,5863
rxn_1857,Zeus,True,,heuristics,heurist_impr,27157
rxn_1258,Zeus,True,,heuristics,qchem,3598
rxn_1130,Zeus,False,Could not determine likely TS conformer,,qchem,26336
rxn_101,Zeus,True,,heuristics,qchem,3076
rxn_885,Zeus,True,,heuristics,qchem,6395
rxn_646,Zeus,False,Could not determine likely TS conformer,,qchem,1373
rxn_600,Zeus,True,,heuristics,qchem,52789
rxn_1360,Zeus,True,,heuristics,qchem,40023
rxn_1997,Zeus,True,,heuristics,gauss_conformer_comb,17778
rxn_106,Zeus,True,,heuristics,qchem,6407
rxn_1106,Zeus,True,,heuristics,qchem,11409
rxn_1895,Zeus,True,,heuristics,gauss_trsh_cleanup,6716
rxn_1525,Zeus,True,,heuristics,qchem,77683
rxn_222,Zeus,False,Could not determine likely TS conformer,,qchem,3159
rxn_1603,Zeus,True,,heuristics,gaussian_unconverge_trsh,2634
rxn_926,Zeus,True,,heuristics,qchem,6420
rxn_649,Zeus,True,,heuristics,qchem,1232
rxn_1380,Zeus,True,,heuristics,qchem,10601
rxn_695,Zeus,True,,heuristics,qchem,999
rxn_1860,Zeus,True,,heuristics,gauss_trsh_cleanup,1588
rxn_1078,Zeus,True,,heuristics,qchem,9595
rxn_386,Zeus,True,,autotst,qchem,2125
rxn_403,Zeus,False,Could not determine likely TS conformer,,qchem,7650
rxn_1826,Zeus,True,,heuristics,gauss_trsh_cleanup,7025
rxn_1195,Zeus,True,,heuristics,qchem,36656
rxn_825,Zeus,True,,heuristics,qchem,2676
rxn_1214,Zeus,True,,heuristics,qchem,5585
rxn_211,Zeus,False,Could not determine likely TS conformer,,qchem,1311
rxn_1806,Zeus,True,,heuristics,gauss_trsh_cleanup,3291
rxn_94,Zeus,True,,heuristics,qchem,3507
rxn_2022,Zeus,True,,heuristics,heurist_impr,18612
rxn_1320,Zeus,True,,heuristics,qchem,46100
rxn_140,Zeus,False,Could not determine likely TS conformer,,qchem,887
rxn_707,Zeus,False,Could not determine likely TS conformer,,qchem,1025
rxn_463,Zeus,True,,heuristics,qchem,8817
rxn_1176,Zeus,True,,heuristics,qchem,51016
rxn_1979,Zeus,True,,heuristics,gauss_trsh_cleanup,2565
rxn_387,Zeus,True,,heuristics,qchem,1068
rxn_1126,Zeus,True,,heuristics,qchem,21842
rxn_1845,Zeus,True,,heuristics,gauss_trsh_cleanup,3819
rxn_2007,Zeus,True,,heuristics,gauss_trsh_cleanup,102806
rxn_1254,Zeus,True,,heuristics,qchem,3659
rxn_915,Zeus,True,,heuristics,qchem,15070
rxn_647,Zeus,False,Could not determine likely TS conformer,,qchem,5702
rxn_126,Zeus,True,,heuristics,qchem,1025
rxn_868,Zeus,True,,heuristics,qchem,2490
rxn_248,Zeus,True,,heuristics,qchem,2289
rxn_1324,Zeus,True,,heuristics,qchem,19267
rxn_87,Zeus,False,Could not determine likely TS conformer,,qchem,2061
rxn_751,Zeus,True,,heuristics,qchem,4658
rxn_327,Zeus,True,,heuristics,qchem,1215
rxn_635,Zeus,True,,heuristics,qchem,258
rxn_88,Zeus,False,Could not determine likely TS conformer,,qchem,1087
rxn_553,Zeus,True,,heuristics,qchem,73839
rxn_1257,Zeus,True,,heuristics,qchem,11921
rxn_696,Zeus,False,Could not determine likely TS conformer,,qchem,421
rxn_1005,Zeus,True,,heuristics,qchem,5078
rxn_1104,Zeus,True,,heuristics,qchem,8395
rxn_1927,Zeus,True,,heuristics,gauss_trsh_cleanup,10733
rxn_1547,Zeus,True,,heuristics,zeus_run,69452
rxn_750,Zeus,False,Could not determine likely TS conformer,,qchem,4705
rxn_725,Zeus,False,Could not determine likely TS conformer,,qchem,127652
rxn_1403,Zeus,True,,heuristics,qchem,44562
rxn_114,Zeus,True,,heuristics,qchem,2578
rxn_1995,Zeus,True,,heuristics,gauss_conformer_comb,10771
rxn_210,Zeus,True,,autotst,qchem,1698
rxn_1412,Zeus,True,,heuristics,qchem,20452
rxn_877,Zeus,True,,heuristics,qchem,5767
rxn_1623,Zeus,True,,heuristics,gaussian_unconverge_trsh,2857
rxn_703,Zeus,False,Could not determine likely TS conformer,,qchem,10679
rxn_297,Zeus,True,,heuristics,qchem,8686
rxn_184,Zeus,True,,heuristics,qchem,18084
rxn_159,Zeus,False,Could not determine likely TS conformer,,qchem,2153
rxn_674,Zeus,False,Could not determine likely TS conformer,,qchem,6251
rxn_400,Zeus,True,,heuristics,qchem,5771
rxn_1183,Zeus,True,,heuristics,qchem,86840
rxn_1052,Zeus,True,,heuristics,qchem,40100
rxn_1323,Zeus,True,,heuristics,qchem,22419
rxn_569,Zeus,True,,heuristics,qchem,55186
rxn_934,Zeus,True,,heuristics,qchem,29523
rxn_96,Zeus,True,,heuristics,qchem,2830
rxn_1800,Zeus,True,,heuristics,gauss_trsh_cleanup,1995
rxn_1390,Zeus,False,Could not determine likely TS conformer,,qchem,39434
rxn_466,Zeus,True,,heuristics,qchem,4448
rxn_557,Zeus,True,,heuristics,qchem,89106
rxn_1616,Zeus,True,,heuristics,gaussian_unconverge_trsh,11153
rxn_426,Zeus,True,,heuristics,qchem,5250
rxn_838,Zeus,True,,heuristics,qchem,4501
rxn_34,Zeus,True,,autotst,qchem,25469
rxn_1144,Zeus,True,,heuristics,qchem,10020
rxn_355,Zeus,False,Could not determine likely TS conformer,,qchem,12416
rxn_2006,Zeus,True,,heuristics,gauss_trsh_cleanup,21699
rxn_704,Zeus,True,,heuristics,qchem,1351
rxn_332,Zeus,True,,heuristics,qchem,2221
rxn_112,Zeus,True,,autotst,qchem,2769
rxn_256,Zeus,True,,autotst,qchem,2613
rxn_1389,Zeus,True,,autotst,qchem,16089
rxn_692,Zeus,False,Could not determine likely TS conformer,,qchem,5774
rxn_1597,Zeus,False,Could not determine likely TS conformer,,gaussian_unconverge_trsh,25422
rxn_1122,Zeus,True,,autotst,qchem,22871
rxn_1375,Zeus,True,,heuristics,qchem,10935
rxn_1228,Zeus,True,,autotst,qchem,31265
rxn_1822,Zeus,True,,heuristics,gauss_trsh_cleanup,9191
rxn_892,Zeus,True,,heuristics,qchem,6702
rxn_901,Zeus,True,,heuristics,qchem,10935
rxn_865,Zeus,True,,heuristics,qchem,1698
rxn_999,Zeus,True,,heuristics,qchem,8985
rxn_195,Zeus,False,Could not determine likely TS conformer,,qchem,7202
rxn_182,Zeus,True,,autotst,qchem,5954
rxn_1143,Zeus,True,,heuristics,qchem,16770
rxn_1322,Zeus,True,,heuristics,qchem,21051
rxn_1606,Zeus,True,,heuristics,main,7388
rxn_239,Zeus,True,,heuristics,qchem,2964
rxn_240,Zeus,True,,heuristics,qchem,2401
rxn_361,Zeus,True,,heuristics,qchem,1775
rxn_1231,Zeus,True,,heuristics,qchem,6344
rxn_14,Zeus,False,Memory Error,,qchem,
rxn_1060,Zeus,True,,heuristics,qchem,7901
rxn_1326,Zeus,True,,autotst,qchem,32969
rxn_1935,Zeus,True,,heuristics,gauss_trsh_cleanup,8776
rxn_758,Zeus,True,,heuristics,qchem,3108
rxn_1908,Zeus,True,,heuristics,gauss_trsh_cleanup,4909
rxn_377,Zeus,True,,autotst,qchem,4995
rxn_682,Zeus,True,,heuristics,qchem,360
rxn_1609,Zeus,True,,heuristics,gaussian_unconverge_trsh,7827
rxn_221,Zeus,False,Could not determine likely TS conformer,,qchem,1427
rxn_1587,Zeus,True,,heuristics,gaussian_unconverge_trsh,1453
rxn_549,Zeus,True,,heuristics,qchem,141705
rxn_938,Zeus,True,,heuristics,qchem,11517
rxn_686,Zeus,True,,heuristics,qchem,1274
rxn_50,Zeus,True,,heuristics,qchem,3755
rxn_1795,Zeus,True,,heuristics,gauss_trsh_cleanup,12802
rxn_47,Zeus,False,Could not determine likely TS conformer,,qchem,111559
rxn_307,Zeus,False,Could not determine likely TS conformer,,qchem,3084
rxn_341,Zeus,False,Could not determine likely TS conformer,,qchem,10581
rxn_810,Zeus,False,Could not determine likely TS conformer,,qchem,2479
rxn_785,Zeus,True,,heuristics,qchem,995
rxn_677,Zeus,False,Could not determine likely TS conformer,,qchem,784
rxn_1963,Zeus,True,,heuristics,gauss_trsh_cleanup,8334
rxn_886,Zeus,True,,heuristics,qchem,14727
rxn_317,Zeus,True,,heuristics,qchem,5009
rxn_971,Zeus,False,Could not determine likely TS conformer,,qchem,281125
rxn_1653,Zeus,True,,heuristics,main,12416
rxn_1249,Zeus,True,,heuristics,qchem,9686
rxn_1891,Zeus,True,,heuristics,gauss_trsh_cleanup,10392
rxn_1224,Zeus,True,,autotst,qchem,19390
rxn_852,Zeus,True,,heuristics,qchem,12600
rxn_880,Zeus,True,,heuristics,qchem,26938
rxn_559,Zeus,False,Could not determine likely TS conformer,,qchem,118533
rxn_48,Zeus,False,Could not determine likely TS conformer,,qchem,78091
rxn_1865,Zeus,True,,heuristics,gauss_trsh_cleanup,3257
rxn_962,Zeus,True,,heuristics,qchem,23448
rxn_263,Zeus,True,,autotst,qchem,8024
rxn_1361,Zeus,True,,heuristics,qchem,45003
rxn_1960,Zeus,True,,heuristics,gauss_trsh_cleanup,17120
rxn_44,Zeus,False,Could not determine likely TS conformer,,qchem,30696
rxn_956,Zeus,False,Could not determine likely TS conformer,,qchem,29790
rxn_130,Zeus,False,Could not determine likely TS conformer,,qchem,923
rxn_429,Zeus,True,,heuristics,qchem,7516
rxn_204,Zeus,False,Could not determine likely TS conformer,,qchem,1683
rxn_1082,Zeus,True,,heuristics,qchem,7016
rxn_1116,Zeus,True,,heuristics,qchem,11953
rxn_102,Zeus,True,,heuristics,qchem,2679
rxn_1018,Zeus,True,,heuristics,qchem,5143
rxn_740,Zeus,True,,heuristics,qchem,43744
rxn_465,Zeus,True,,heuristics,qchem,2188
rxn_244,Zeus,False,Could not determine likely TS conformer,,qchem,12543
rxn_1395,Zeus,True,,heuristics,qchem,22094
rxn_70,Zeus,True,,heuristics,qchem,299
rxn_1325,Zeus,True,,heuristics,qchem,25529
rxn_1219,Zeus,True,,heuristics,qchem,18830
rxn_724,Zeus,True,,heuristics,qchem,905
rxn_873,Zeus,True,,heuristics,qchem,22474
rxn_1069,Zeus,True,,heuristics,qchem,15979
rxn_2026,Zeus,True,,heuristics,heurist_impr,27881
rxn_405,Zeus,False,Could not determine likely TS conformer,,qchem,5907
rxn_2021,Zeus,True,,heuristics,heurist_impr,8502
rxn_68,Zeus,True,,heuristics,qchem,557
rxn_749,Zeus,False,Could not determine likely TS conformer,,qchem,11055
rxn_440,Zeus,True,,heuristics,qchem,4253
rxn_1346,Zeus,True,,heuristics,qchem,7003
rxn_399,Zeus,True,,heuristics,qchem,37906
rxn_2011,Zeus,True,,heuristics,heurist_impr,37263
rxn_42,Zeus,True,"Reactant or Product did not converge, but TS did",heuristics,qchem,7977
rxn_352,Zeus,False,Could not determine likely TS conformer,,qchem,4614
rxn_39,Zeus,False,Could not determine likely TS conformer,,qchem,3509
rxn_1439,Zeus,True,,heuristics,qchem,33238
rxn_1274,Zeus,True,,heuristics,qchem,9217
rxn_1419,Zeus,True,,heuristics,qchem,21716
rxn_722,Zeus,True,,heuristics,qchem,870
rxn_1940,Zeus,True,,heuristics,gauss_trsh_cleanup,8764
rxn_671,Zeus,True,,heuristics,qchem,974
rxn_401,Zeus,False,Could not determine likely TS conformer,,qchem,36459
rxn_1834,Zeus,True,,heuristics,gauss_trsh_cleanup,2989
rxn_641,Zeus,False,Could not determine likely TS conformer,,qchem,503
rxn_1242,Zeus,True,,heuristics,qchem,5170
rxn_693,Zeus,True,,heuristics,qchem,1471
rxn_1406,Zeus,False,Could not determine likely TS conformer,,qchem,26452
rxn_434,Zeus,False,Could not determine likely TS conformer,,qchem,3847
rxn_111,Zeus,True,,heuristics,qchem,3684
rxn_777,Zeus,False,Could not determine likely TS conformer,,qchem,4763
rxn_453,Zeus,True,,heuristics,qchem,27340
rxn_1809,Zeus,True,,heuristics,gauss_trsh_cleanup,3905
rxn_117,Zeus,True,,heuristics,qchem,1529
rxn_485,Zeus,True,,heuristics,qchem,26825
rxn_632,Zeus,False,Could not determine likely TS conformer,,qchem,796
rxn_232,Zeus,True,,heuristics,qchem,1415
rxn_2020,Zeus,True,,heuristics,heurist_impr,26502
rxn_1287,Zeus,True,,heuristics,qchem,8477
rxn_160,Zeus,False,Could not determine likely TS conformer,,qchem,3426
rxn_1798,Zeus,True,,heuristics,gauss_trsh_cleanup,2652
rxn_108,Zeus,True,,heuristics,qchem,1983
rxn_384,Zeus,False,Could not determine likely TS conformer,,qchem,1725
rxn_621,Zeus,False,Could not determine likely TS conformer,,qchem,325
rxn_710,Zeus,True,,heuristics,qchem,568
rxn_51,Zeus,True,,heuristics,qchem,2809
rxn_147,Zeus,True,TS did not pass all checks,heuristics,qchem,6427
