reaction,server_x,reactant1,reactant2,no_of_carbon,no_of_nitrogen,no_of_oxygen,aromatic_exist,no_of_sgbonds,no_of_dbbonds,no_of_tpbonds,server_y,converged,error,best_ts_method,branch,execution_time
rxn_855,Zeus,S[CH]C=C,C,4,0,0,False,2,1,0,Zeus,True,,heuristics,qchem,3884.0
rxn_1888,Zeus,CCS,[CH2]C=S,4,0,0,False,3,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,4718.0
rxn_993,Zeus,C=C[C]=S,CC(C)C,7,0,0,False,4,2,0,Zeus,True,,heuristics,qchem,36007.0
rxn_231,Zeus,CCO,[CH3],3,0,1,False,2,0,0,Zeus,True,,heuristics,qchem,2002.0
rxn_846,Zeus,[CH2]S,C,2,0,0,False,1,0,0,Zeus,True,,heuristics,qchem,5749.0
rxn_922,Zeus,C#C[C](C)C#C,CCC,9,0,0,False,5,0,2,Zeus,True,,heuristics,qchem,11943.0
rxn_329,Zeus,[OH],CO,1,0,2,False,1,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,3321.0
rxn_914,Zeus,C=C[CH]C,CCC,7,0,0,False,4,1,0,Zeus,True,,heuristics,qchem,8087.0
rxn_985,Zeus,C[C](C=S)S,CC(C)C,7,0,0,False,6,1,0,Zeus,True,,heuristics,qchem,21039.0
rxn_773,Zeus,CCO,[CH3],3,0,1,False,2,0,0,Zeus,True,,heuristics,qchem,1030.0
rxn_648,Zeus,[CH3],NN,1,2,0,False,1,0,0,Zeus,True,,heuristics,qchem,936.0
rxn_1651,Zeus,C=CC=C,[CH2]C=C,7,0,0,False,2,3,0,Zeus,False,Could not determine likely TS conformer,,main,19928.0
rxn_1392,Zeus,C#CC(C)C#C,C[CH]C,9,0,0,False,5,0,2,Zeus,True,,heuristics,qchem,11997.0
rxn_755,Zeus,[H],C=CC,3,0,0,False,1,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,954.0
rxn_814,Zeus,[H][H],S[CH]C=C,3,0,0,False,3,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,1218172.0
rxn_940,Zeus,C[C](C=C)S,CCC,7,0,0,False,5,1,0,Zeus,True,,heuristics,qchem,8499.0
rxn_1607,Zeus,S=[C]C#C,C=C,5,0,0,False,1,2,1,Zeus,True,,heuristics,main,4447.0
rxn_8,Zeus,OO,[CH2]C(C)(C)O,4,0,3,False,5,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,42252.0
rxn_362,Zeus,C=O,C[CH2],3,0,1,False,1,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,1197.0
rxn_104,Zeus,[NH2],C=CC(C)C,5,1,0,False,3,1,0,Zeus,True,,heuristics,qchem,5614.0
rxn_288,Zeus,[H][H],[CH3],1,0,0,False,1,0,0,Zeus,True,,heuristics,qchem,474.0
rxn_1658,Zeus,C#C[C](C)C,C=CC=C,9,0,0,False,4,2,1,Zeus,True,,heuristics,main,22428.0
rxn_360,Zeus,[CH2],C=O,2,0,1,False,0,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,1380.0
rxn_178,Zeus,C=CC=C,[CH]=C,6,0,0,False,1,3,0,Zeus,True,,heuristics,qchem,14110.0
rxn_1058,Zeus,C#C[C]=C,C=CCC,8,0,0,False,3,2,1,Zeus,True,,heuristics,qchem,8032.0
rxn_736,Zeus,[H],C1CCC2CCCC2C1,9,0,0,False,10,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,181500.0
rxn_1504,Zeus,S=C[C](C)C,CCc1ccccc1,12,0,0,True,5,1,0,Zeus,True,,heuristics,qchem,73477.0
rxn_1179,Zeus,C#C[CH]C,C=CC(C)C=C,10,0,0,False,5,2,1,Zeus,True,,heuristics,qchem,34713.0
rxn_969,Zeus,C=[C]C,CC(C)C,7,0,0,False,4,1,0,Zeus,True,,heuristics,qchem,13630.0
rxn_144,Zeus,[Cl],O,0,0,1,False,0,0,0,Zeus,True,TS did not pass all checks,heuristics,qchem,338.0
rxn_366,Zeus,C=O,C[C]=O,3,0,2,False,1,2,0,Zeus,True,,heuristics,qchem,1751.0
rxn_472,Zeus,[OH],CS,1,0,1,False,1,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,9108.0
rxn_491,Zeus,[CH2]C=C,C1CC2CCC1C2,10,0,0,False,9,1,0,Zeus,True,,heuristics,qchem,33291.0
rxn_419,Zeus,CC(C)C[O],CC,6,0,1,False,5,0,0,Zeus,True,,heuristics,qchem,9457.0
rxn_666,Zeus,N,[C]#N,1,2,0,False,0,0,1,Zeus,False,Could not determine likely TS conformer,,qchem,530.0
rxn_1807,Zeus,CS,[CH2]C=C,4,0,0,False,2,1,0,Zeus,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,5205.0
rxn_264,Zeus,Cc1ccccc1,[O],7,0,1,False,1,0,0,Zeus,True,TS did not pass all checks,heuristics,qchem,14532.0
rxn_422,Zeus,CC(C)CO,C=[C]C,7,0,1,False,5,1,0,Zeus,True,,autotst,qchem,38834.0
rxn_761,Zeus,C=CC,C[CH2],5,0,0,False,2,1,0,Zeus,True,,heuristics,qchem,4162.0
rxn_978,Zeus,C[CH]C=S,CC(C)C,7,0,0,False,5,1,0,Zeus,True,,heuristics,qchem,18424.0
rxn_586,Zeus,C#C[CH2],C1CCC2CCCC2C1,12,0,0,False,11,0,1,Zeus,True,,autotst,qchem,45514.0
rxn_836,Zeus,C#C[C](C)C,C,6,0,0,False,3,0,1,Zeus,True,,heuristics,qchem,4080.0
rxn_1923,Zeus,CC(S)C,C[CH]c1ccccc1,11,0,0,True,5,0,0,Zeus,True,,heuristics,gauss_trsh_cleanup,40321.0
rxn_330,Zeus,[CH2],CCC,4,0,0,False,2,0,0,Zeus,True,,heuristics,qchem,1857.0
rxn_1517,Zeus,CCc1ccccc1,C[C]=S,10,0,0,False,3,1,0,Zeus,True,,heuristics,qchem,33510.0
rxn_1933,Zeus,CC(S)C,C[CH]C=S,6,0,0,False,5,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,7820.0
rxn_835,Zeus,C#C[CH]C,C,5,0,0,False,2,0,1,Zeus,True,,heuristics,qchem,2318.0
rxn_115,Zeus,CCN,[CH3],3,1,0,False,2,0,0,Zeus,True,,heuristics,qchem,1233.0
rxn_1191,Zeus,[CH2]S,C=CC(C)C=C,7,0,0,False,4,2,0,Zeus,True,,heuristics,qchem,18174.0
rxn_619,Zeus,[c]1ccccc1,C1CCC2CCCC2C1,15,0,0,False,10,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,272366.0
rxn_1044,Zeus,C=C[CH]C=C,C=CCC,9,0,0,False,4,3,0,Zeus,True,,heuristics,qchem,15681.0
rxn_238,Zeus,CC=O,[OH],2,0,2,False,1,1,0,Zeus,True,,heuristics,qchem,2097.0
rxn_385,Zeus,O,C[O],1,0,2,False,1,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,3959.0
rxn_1465,Zeus,S[CH]C=S,Cc1ccccc1,9,0,0,True,3,1,0,Zeus,True,,heuristics,qchem,27609.0
rxn_1202,Zeus,S[CH]C=S,C=CC(C)C=C,8,0,0,False,5,3,0,Zeus,True,,heuristics,qchem,52454.0
rxn_931,Zeus,C[CH]S,CCC,5,0,0,False,4,0,0,Zeus,True,,heuristics,qchem,8745.0
rxn_1824,Zeus,S[CH]C#C,C=C=C,6,0,0,False,2,2,1,Zeus,True,,heuristics,gauss_trsh_cleanup,3030.0
rxn_367,Zeus,[OH],C=O,1,0,2,False,0,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,2653.0
rxn_840,Zeus,C[CH]c1ccccc1,C,9,0,0,False,2,0,0,Zeus,True,,heuristics,qchem,23462.0
rxn_1858,Zeus,[CH]=S,CS,2,0,0,False,1,1,0,Zeus,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,1504.0
rxn_474,Zeus,S,C[O],1,0,1,False,1,0,0,Zeus,True,,heuristics,qchem,1174.0
rxn_265,Zeus,Cc1ccccc1,[O],7,0,1,False,1,0,0,Zeus,True,TS did not pass all checks,autotst,qchem,7422.0
rxn_443,Zeus,[OH],Cc1ccccc1,7,0,1,True,1,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,31817.0
rxn_119,Zeus,CCN,[NH2],2,2,0,False,2,0,0,Zeus,True,,heuristics,qchem,1393.0
rxn_548,Zeus,C[CH]c1ccccc1,C1CC2CCC1C2,15,0,0,False,10,0,0,Zeus,True,,heuristics,qchem,104170.0
rxn_917,Zeus,C=C[C](C)C=C,CCC,9,0,0,False,5,2,0,Zeus,True,,heuristics,qchem,23448.0
rxn_1802,Zeus,C[CH]S,C=C=C,5,0,0,False,2,2,0,Zeus,True,,heuristics,gauss_trsh_cleanup,3287.0
rxn_1921,Zeus,C#C[C](C)C#C,CC(S)C,9,0,0,False,6,0,2,Zeus,True,,heuristics,gauss_trsh_cleanup,9979.0
rxn_409,Zeus,C[C](C)CO,C=C(C)C,8,0,1,False,6,1,0,Zeus,True,,heuristics,qchem,18930.0
rxn_477,Zeus,SC=O,[CH3],2,0,1,False,1,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,6927.0
rxn_1938,Zeus,C[C](C=C)S,CC(S)C,7,0,0,False,6,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,28612.0
rxn_1951,Zeus,[CH3],CC=S,3,0,0,False,1,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,868.0
rxn_1894,Zeus,C[C](C=C)S,CCS,6,0,0,False,5,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,10541.0
rxn_1372,Zeus,C#CCC#C,S=C[C](C)C,9,0,0,False,5,1,2,Zeus,True,,heuristics,qchem,18950.0
rxn_1958,Zeus,C=C[C](C)C,CC=S,7,0,0,False,4,2,0,Zeus,True,,heuristics,gauss_trsh_cleanup,13801.0
rxn_72,Zeus,[H][H],[S],0,0,0,False,1,0,0,Zeus,True,,heuristics,qchem,268.0
rxn_1952,Zeus,CC=S,C[CH2],4,0,0,False,2,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,1806.0
rxn_1095,Zeus,C=CC(C)C,[CH2]c1ccccc1,12,0,0,True,4,1,0,Zeus,True,,heuristics,qchem,39676.0
rxn_759,Zeus,[H],C=C(C)C,4,0,0,False,2,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,5656.0
rxn_1622,Zeus,C=CC,[c]1ccccc1,9,0,0,True,1,1,0,Zeus,True,,heuristics,main,10891.0
rxn_458,Zeus,CCOO,C[CH]C=O,5,0,3,False,5,1,0,Zeus,True,,heuristics,qchem,11744.0
rxn_1235,Zeus,C#CC,[CH2]S,4,0,0,False,2,0,1,Zeus,True,,heuristics,qchem,5738.0
rxn_432,Zeus,[O]O,C=CCC,4,0,2,False,3,1,0,Zeus,True,,autotst,qchem,46774.0
rxn_335,Zeus,C[C]=O,CCC,5,0,1,False,3,1,0,Zeus,True,,heuristics,qchem,4258.0
rxn_783,Zeus,[OH],CCCCO,4,0,2,False,4,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,58325.0
rxn_1318,Zeus,C#CC(C)C,[CH]=C,7,0,0,False,3,1,1,Zeus,True,,autotst,qchem,44639.0
rxn_1297,Zeus,C#CCC,C[C]=S,6,0,0,False,3,1,1,Zeus,True,,heuristics,qchem,11921.0
rxn_78,Zeus,SS,[SH],0,0,0,False,1,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,3879.0
rxn_1903,Zeus,S[C]=S,CCS,3,0,0,False,3,1,0,Zeus,True,,autotst,gauss_trsh_cleanup,6568.0
rxn_1177,Zeus,C=C[CH]C=C,C=CC(C)C=C,11,0,0,False,5,4,0,Zeus,True,,heuristics,qchem,80794.0
rxn_640,Zeus,N=N,[CH3],1,2,0,False,0,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,1438.0
rxn_1820,Zeus,S[CH]C=S,C=C=C,5,0,0,False,2,3,0,Zeus,True,,heuristics,gauss_trsh_cleanup,3408.0
rxn_1945,Zeus,[CH]=S,CC(S)C,4,0,0,False,3,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,5206.0
rxn_1447,Zeus,C#C[C](C)C#C,Cc1ccccc1,13,0,0,True,4,0,2,Zeus,True,,heuristics,qchem,56472.0
rxn_285,Zeus,[H][H],[O],0,0,1,False,1,0,0,Zeus,True,,heuristics + autotst,qchem,415.0
rxn_1175,Zeus,C=CC(C)C=C,C=C[CH]C,10,0,0,False,5,3,0,Zeus,True,,heuristics,qchem,43744.0
rxn_1670,Zeus,C[C](S)C,C=CC=C,7,0,0,False,4,2,0,Zeus,True,,heuristics,main,28030.0
rxn_1620,Zeus,C=CC,C[C](C)c1ccccc1,12,0,0,True,4,1,0,Zeus,True,,heuristics,gaussian_unconverge_trsh,28855.0
rxn_1862,Zeus,S=[C]C#C,CS,4,0,0,False,2,1,1,Zeus,True,,heuristics,gauss_trsh_cleanup,7737.0
rxn_1805,Zeus,CS,C[C](C)C,5,0,0,False,4,0,0,Zeus,True,,heuristics,gauss_trsh_cleanup,6666.0
rxn_2004,Zeus,C=C[C](C)C=C,CCC=S,9,0,0,False,5,3,0,Zeus,True,,heuristics,gauss_conformer_comb,31645.0
rxn_1354,Zeus,C#CCC#C,C=C[C](C)C=C,11,0,0,False,5,2,2,Zeus,True,,heuristics,qchem,24929.0
rxn_363,Zeus,C=O,C[CH]C,4,0,1,False,2,1,0,Zeus,True,,heuristics,qchem,2990.0
rxn_389,Zeus,CO,C[CH2],3,0,1,False,2,0,0,Zeus,True,,heuristics,qchem,1709.0
rxn_170,Zeus,[Cl],C=C,2,0,0,False,0,1,0,Zeus,True,TS did not pass all checks,heuristics,qchem,427.0
rxn_35,Zeus,OO,[CH]=CCC,4,0,2,False,3,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,14920.0
rxn_1495,Zeus,C=[C]C,CCc1ccccc1,11,0,0,True,3,1,0,Zeus,True,,autotst,qchem,64092.0
rxn_1624,Zeus,[CH2]S,C=CC,4,0,0,False,2,1,0,Zeus,True,,heuristics,gaussian_unconverge_trsh,1811.0
rxn_568,Zeus,C#C[C](C)C#C,C1CC2CCCC2C1,14,0,0,False,12,0,2,Zeus,False,Could not determine likely TS conformer,,qchem,231188.0
rxn_1991,Zeus,S[C]=S,CC=S,3,0,0,False,2,2,0,Zeus,True,,autotst,gauss_conformer_comb,5020.0
rxn_965,Zeus,C#C[C](C)C#C,CC(C)C,10,0,0,False,6,0,2,Zeus,True,,heuristics,qchem,27395.0
rxn_225,Zeus,CCO,[O],2,0,2,False,2,0,0,Zeus,True,"Reactant or Product did not converge, but TS did",heuristics,qchem,1420.0
rxn_578,Zeus,C[CH2],C1CCC2CCCC2C1,11,0,0,False,11,0,0,Zeus,True,,autotst,qchem,48761.0
rxn_1299,Zeus,C#CCC,C=C[C]=S,7,0,0,False,3,2,1,Zeus,True,,heuristics,qchem,13290.0
rxn_1851,Zeus,C[C](C=C)S,CS,5,0,0,False,4,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,7870.0
rxn_1593,Zeus,C=[C]C=S,C=C,5,0,0,False,1,3,0,Zeus,True,,heuristics,gaussian_unconverge_trsh,1935.0
rxn_214,Zeus,CC,[O][O],2,0,2,False,2,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,9951.0
rxn_843,Zeus,C=[C]C,C,4,0,0,False,1,1,0,Zeus,True,,heuristics,qchem,1534.0
rxn_711,Zeus,[O]O,NO,0,1,3,False,2,0,0,Zeus,True,,heuristics,qchem,1546.0
rxn_1184,Zeus,C=CC(C)C=C,C[CH]c1ccccc1,14,0,0,True,5,2,0,Zeus,True,,heuristics,qchem,96275.0
rxn_1280,Zeus,C#CCC,C[CH]S,6,0,0,False,4,0,1,Zeus,True,,heuristics,qchem,7272.0
rxn_414,Zeus,CC(C)[CH]O,C=CC,7,0,1,False,5,1,0,Zeus,True,,heuristics,qchem,12264.0
rxn_1103,Zeus,[CH2]S,C=CC(C)C,6,0,0,False,4,1,0,Zeus,True,,heuristics,qchem,233498.0
rxn_181,Zeus,c1ccccc1,[CH3],7,0,0,False,0,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,16784.0
rxn_358,Zeus,C=O,[O][O],1,0,3,False,1,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,1929.0
rxn_1001,Zeus,C=C[C](C)C,C=CC,8,0,0,False,4,2,0,Zeus,True,,heuristics,qchem,14433.0
rxn_1,Zeus,OO,C[CH]CCO,4,0,3,False,5,0,0,Zeus,True,,heuristics,qchem,16247.0
rxn_1506,Zeus,C=[C]C=S,CCc1ccccc1,11,0,0,True,3,2,0,Zeus,True,,heuristics,qchem,56757.0
rxn_1956,Zeus,[CH2]C=C,CC=S,5,0,0,False,2,2,0,Zeus,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,7729.0
rxn_1649,Zeus,C=CC=C,C[CH]C,7,0,0,False,3,2,0,Zeus,True,,heuristics,main,5378.0
rxn_293,Zeus,CC,[O],2,0,1,False,1,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,2214.0
rxn_227,Zeus,CCO,[OH],2,0,2,False,2,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,7110.0
rxn_730,Zeus,[OH],C1CCC2CCCC2C1,9,0,1,False,10,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,110602.0
rxn_896,Zeus,S[CH]C=C,CC,5,0,0,False,3,1,0,Zeus,True,,heuristics,qchem,5466.0
rxn_413,Zeus,C[C](C)CO,C=CC,7,0,1,False,5,1,0,Zeus,True,,heuristics,qchem,11000.0
rxn_1151,Zeus,C[CH]C=S,C=CCC=C,8,0,0,False,4,3,0,Zeus,True,,heuristics,qchem,27423.0
rxn_121,Zeus,CCN,[OH],2,1,1,False,2,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,30248.0
rxn_1839,Zeus,CS,[c]1ccccc1,7,0,0,True,1,0,0,Zeus,True,,autotst,gauss_trsh_cleanup,17119.0
rxn_1327,Zeus,C#CC(C)C,C[CH]C=S,8,0,0,False,5,1,1,Zeus,True,,heuristics,qchem,14550.0
rxn_1893,Zeus,S[CH]C=C,CCS,5,0,0,False,4,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,4634.0
rxn_2001,Zeus,C=C[CH]C,CCC=S,7,0,0,False,4,2,0,Zeus,True,,heuristics,gauss_conformer_comb,18292.0
rxn_202,Zeus,COO,[H],1,0,2,False,2,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,1468.0
rxn_209,Zeus,CO[O],C,2,0,2,False,2,0,0,Zeus,True,,heuristics,qchem,1240.0
rxn_907,Zeus,C=C[C]=S,CC,5,0,0,False,2,2,0,Zeus,True,,heuristics,qchem,5728.0
rxn_296,Zeus,[O]O,CC,2,0,2,False,2,0,0,Zeus,True,,heuristics,qchem,10970.0
rxn_607,Zeus,C=C[C](C)C=C,C1CCC2CCCC2C1,15,0,0,False,13,2,0,Zeus,True,,heuristics,qchem,119126.0
rxn_10,Zeus,CCC,C[C](C)CO,7,0,1,False,6,0,0,Zeus,True,,heuristics,qchem,30723.0
rxn_1984,Zeus,C[C](C=S)S,CC=S,5,0,0,False,4,2,0,Zeus,True,,heuristics,gauss_trsh_cleanup,9351.0
rxn_1500,Zeus,C[CH]S,CCc1ccccc1,10,0,0,True,4,0,0,Zeus,True,,heuristics,qchem,70229.0
rxn_625,Zeus,[NH2],[O],0,1,1,False,0,0,0,Zeus,True,,heuristics,qchem,673.0
rxn_634,Zeus,[NH],[O],0,1,1,False,0,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,1976.0
rxn_667,Zeus,[H],C=N,1,1,0,False,0,1,0,Zeus,True,,heuristics,qchem,299.0
rxn_1386,Zeus,C#CCC#C,S[C]=S,6,0,0,False,3,1,2,Zeus,True,,heuristics,qchem,7867.0
rxn_709,Zeus,NO,[CH3],1,1,1,False,1,0,0,Zeus,True,,heuristics,qchem,1087.0
rxn_927,Zeus,C=[C]C=C,CCC,7,0,0,False,3,2,0,Zeus,True,,heuristics,qchem,7968.0
rxn_198,Zeus,CO,[O]O,1,0,3,False,2,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,3672.0
rxn_721,Zeus,[CH3],NN=C,2,2,0,False,1,1,0,Zeus,True,,heuristics,qchem,2148.0
rxn_1477,Zeus,[H],CCc1ccccc1,8,0,0,True,2,0,0,Zeus,True,,autotst,qchem,52593.0
rxn_679,Zeus,[OH],CN,1,1,1,False,1,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,1352.0
rxn_1462,Zeus,C=[C]C=S,Cc1ccccc1,10,0,0,True,2,2,0,Zeus,True,,heuristics,qchem,28672.0
rxn_1659,Zeus,C#C[CH]C#C,C=CC=C,9,0,0,False,3,2,2,Zeus,False,Could not determine likely TS conformer,,main,55537.0
rxn_275,Zeus,c1ccccc1,[H],6,0,0,False,0,0,0,Zeus,True,,autotst,qchem,10899.0
rxn_1630,Zeus,S[C]=C,C=CC,5,0,0,False,2,2,0,Zeus,True,,heuristics,main,6774.0
rxn_801,Zeus,[H][H],C[C](C)c1ccccc1,9,0,0,True,4,0,0,Zeus,True,,heuristics,qchem,15113.0
rxn_1863,Zeus,[H],CCS,2,0,0,False,2,0,0,Zeus,False,Could not determine likely TS conformer,,gauss_trsh_cleanup,1003.0
rxn_161,Zeus,[Cl],C1CCCCC1,6,0,0,False,6,0,0,Zeus,True,TS did not pass all checks,heuristics,qchem,4765.0
rxn_196,Zeus,CO,[OH],1,0,2,False,1,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,3837.0
rxn_1803,Zeus,CS,C[CH]C,4,0,0,False,3,0,0,Zeus,True,,heuristics,gauss_trsh_cleanup,2957.0
rxn_1977,Zeus,C[CH]C=S,CC=S,5,0,0,False,3,2,0,Zeus,True,,heuristics,gauss_trsh_cleanup,6705.0
rxn_733,Zeus,[H],C1CC2CCC1C2,7,0,0,False,8,0,0,Zeus,True,,heuristics,qchem,19230.0
rxn_699,Zeus,[NH2],N=C=O,1,2,1,False,0,2,0,Zeus,False,Could not determine likely TS conformer,,qchem,1332.0
rxn_1421,Zeus,C#CC(C)C#C,S[CH]C=S,8,0,0,False,5,1,2,Zeus,True,,heuristics,qchem,22143.0
rxn_1216,Zeus,C#CC,C[CH]C,6,0,0,False,3,0,1,Zeus,True,,heuristics,qchem,5562.0
rxn_731,Zeus,[H],C1CC2CCC1C2,7,0,0,False,8,0,0,Zeus,True,,autotst,qchem,10653.0
rxn_1402,Zeus,C#C[CH]C#C,C#CC(C)C#C,11,0,0,False,5,0,4,Zeus,True,,heuristics,qchem,17615.0
rxn_799,Zeus,[H][H],[CH2]c1ccccc1,7,0,0,True,2,0,0,Zeus,True,,autotst,qchem,3955.0
rxn_261,Zeus,Cc1ccccc1,[H],7,0,0,False,1,0,0,Zeus,True,,autotst,qchem,7222.0
rxn_1665,Zeus,C=[C]C,C=CC=C,7,0,0,False,2,3,0,Zeus,True,,heuristics,main,3259.0
rxn_1930,Zeus,[CH2]S,CC(S)C,4,0,0,False,4,0,0,Zeus,True,,heuristics,gauss_trsh_cleanup,9527.0
rxn_936,Zeus,S=C[C](C)C,CCC,7,0,0,False,5,1,0,Zeus,True,,heuristics,qchem,16445.0
rxn_899,Zeus,C[C](C=S)S,CC,5,0,0,False,4,1,0,Zeus,True,,heuristics,qchem,6099.0
rxn_1861,Zeus,CS,C=C[C]=S,4,0,0,False,2,2,0,Zeus,True,,heuristics,gauss_trsh_cleanup,2752.0
rxn_727,Zeus,[OH],C1CC2CCC1C2,7,0,1,False,8,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,100709.0
rxn_1391,Zeus,C#CC(C)C#C,C[CH2],8,0,0,False,4,0,2,Zeus,True,,heuristics,qchem,8511.0
rxn_57,Zeus,C=CCC,[SH],4,0,0,False,2,1,0,Zeus,True,,heuristics,qchem,2255.0
rxn_123,Zeus,NN,[H],0,2,0,False,1,0,0,Zeus,True,,heuristics,qchem,731.0
rxn_1394,Zeus,C#CC(C)C#C,[CH2]C=C,9,0,0,False,4,1,2,Zeus,False,Could not determine likely TS conformer,,qchem,35020.0
rxn_889,Zeus,C[CH]S,CC,4,0,0,False,3,0,0,Zeus,True,,heuristics,qchem,4621.0
rxn_105,Zeus,[NH2],C=CC(C)C,5,1,0,False,3,1,0,Zeus,True,,heuristics,qchem,5018.0
rxn_1641,Zeus,C=CC,C[C]=S,5,0,0,False,2,2,0,Zeus,True,,autotst,main,18452.0
rxn_1918,Zeus,C#C[CH]C,CC(S)C,7,0,0,False,5,0,1,Zeus,True,,heuristics,gauss_trsh_cleanup,6948.0
rxn_58,Zeus,C=CCC,[SH],4,0,0,False,2,1,0,Zeus,False,Could not determine likely TS conformer,,qchem,18340.0
rxn_311,Zeus,[H][H],[OH],0,0,1,False,1,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,1635.0
rxn_1910,Zeus,CC(S)C,C[CH]C,6,0,0,False,5,0,0,Zeus,True,,heuristics,gauss_trsh_cleanup,8537.0
rxn_1982,Zeus,C[C](C=C)S,CC=S,6,0,0,False,4,2,0,Zeus,True,,autotst,gauss_trsh_cleanup,28387.0
rxn_714,Zeus,[OH],NO,0,1,2,False,1,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,3046.0
rxn_764,Zeus,[OH],CCO,2,0,2,False,2,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,2041.0
rxn_708,Zeus,[OH],NO,0,1,2,False,1,0,0,Zeus,False,Could not determine likely TS conformer,,qchem,6050.0
rxn_1942,Zeus,C[C](C#C)S,CC(S)C,7,0,0,False,6,0,1,Zeus,True,,heuristics,gauss_trsh_cleanup,11575.0
rxn_253,Zeus,C#CCC,[CH3],5,0,0,False,2,0,1,Zeus,True,,heuristics,qchem,2008.0
rxn_659,Zeus,ON=C,[CH3],2,1,1,False,1,1,0,Zeus,True,,heuristics,qchem,5661.0
rxn_276,Zeus,C1=Cc2cccc3cccc1c23,[H],12,0,0,False,2,1,0,Zeus,True,TS did not pass all checks,autotst,qchem,26967.0
rxn_1237,Zeus,C#CC,C[C](S)C,6,0,0,False,4,0,1,Zeus,True,,heuristics,qchem,8252.0
rxn_1453,Zeus,[c]1ccccc1,Cc1ccccc1,13,0,0,True,1,0,0,Zeus,True,,heuristics,qchem,27047.0
rxn_334,Zeus,[CH]=O,CCC,4,0,1,False,2,1,0,Zeus,True,,autotst,qchem,6413.0
rxn_467,Zeus,[H],CO,1,0,1,False,1,0,0,Zeus,True,,heuristics,qchem,974.0
rxn_746,Zeus,C=CCC=C,[CH]1CC2CCCCC2C1,14,0,0,False,12,2,0,Zeus,True,,heuristics,qchem,190442.0
rxn_1811,Zeus,CS,C=C[C](C)C,6,0,0,False,4,1,0,Zeus,True,,heuristics,gauss_trsh_cleanup,8584.0
rxn_680,Zeus,[CH3],CN,2,1,0,False,1,0,0,Zeus,True,,heuristics,qchem,1046.0
rxn_776,Zeus,CC(C)CO,[O],4,0,2,False,4,0,0,Zeus,True,TS did not pass all checks,heuristics,qchem,9027.0
rxn_1434,Zeus,[CH3],Cc1ccccc1,8,0,0,True,1,0,0,Zeus,True,,heuristics,qchem,18113.0
rxn_1818,Zeus,C[C](C=C)S,C=C=C,7,0,0,False,3,3,0,Zeus,True,,heuristics,gauss_trsh_cleanup,19853.0
rxn_1594,Zeus,S[CH]C=C,C=C,5,0,0,False,2,2,0,Zeus,True,,autotst,gaussian_unconverge_trsh,6315.0
rxn_916,Zeus,C=C[CH]C=C,CCC,8,0,0,False,4,2,0,Zeus,True,,heuristics,qchem,14439.0
rxn_1213,Zeus,[H],C#CC,3,0,0,False,1,0,1,Zeus,True,,heuristics,qchem,8896.0
